x,y,k,s
40.15609119995091,-2.9982884722543677,0.11713716762328685,40.614441176470585
40.396915639868226,-2.9512571758239634,0.11713716762328685,40.85982352941176
40.63628895120512,-2.897324147677674,0.11713716762328685,41.10520588235294
40.8740133814914,-2.8365339432819354,0.11713716762328685,41.35058823529412
41.10989254044011,-2.768936782993455,0.11713716762328685,41.59597058823529
41.34373156219053,-2.694588510570876,0.11713716762328685,41.84135294117647
41.575337266291946,-2.613550547040802,0.11713716762328685,42.086735294117645
41.804518317295,-2.52588983995631,0.11713716762328685,42.33211764705882
42.03108538281881,-2.4316788080898437,0.11713716762328685,42.5775
42.254851289963376,-2.3309952816061967,0.11713716762328685,42.82288235294118
42.475631179937935,-2.2239224377650073,0.11713716762328685,43.06826470588235
42.693242660777535,-2.1105487322058796,0.11713716762328685,43.31364705882353
42.90750595802183,-1.9909678258728842,0.11713716762328685,43.559029411764705
43.1182440632313,-1.8652785076388536,0.11713716762328685,43.80441176470588
43.32528288021859,-1.7335846126933347,0.11713716762328685,44.04979411764706
43.52845136887377,-1.595994936761655,0.11713716762328685,44.29517647058823
43.727581686465065,-1.4526231462259753,0.11713716762328685,44.54055882352941
43.922509326298005,-1.3035876842225562,0.11713716762328685,44.78594117647059
44.11307325361871,-1.1490116727928168,0.11713716762328685,45.031323529411765
44.29911603864878,-0.9890228111690504,0.11713716762328685,45.27670588235294
44.480483986642184,-0.8237532702787922,0.11713716762328685,45.52208823529412
44.65702726485639,-0.6533395835549927,0.11713716762328685,45.76747058823529
44.82860002633309,-0.4779225341422446,0.11713716762328685,46.01285294117647
44.99506053038613,-0.29764703859217256,0.11713716762328685,46.25823529411765
45.15627125969715,-0.11266202714414941,0.11713716762328685,46.503617647058825
45.31209903392218,0.07687967930982875,0.11713716762328685,46.748999999999995
45.46805217742251,0.27223052132698305,0,46.99896666666666
45.624005320922834,0.46758136334413736,0,47.248933333333326
45.77995846442316,0.6629322053612916,0,47.49889999999999
45.93591160792349,0.858283047378446,0,47.748866666666665
46.09186475142381,1.0536338893956003,0,47.99883333333333
46.24781789492414,1.2489847314127545,0,48.248799999999996
46.40377103842446,1.4443355734299088,0,48.49876666666666
46.559724181924786,1.6396864154470632,0,48.74873333333333
46.71567732542511,1.8350372574642175,0,48.99869999999999
46.87163046892544,2.030388099481372,0,49.248666666666665
47.027583612425765,2.2257389414985265,0,49.49863333333333
47.18353675592609,2.42108978351568,0,49.748599999999996
47.33948989942642,2.6164406255328347,0,49.99856666666666
47.495443042926745,2.811791467549989,0,50.24853333333333
47.65139618642707,3.0071423095671435,0,50.49849999999999
47.8073493299274,3.2024931515842976,0,50.74846666666666
47.963302473427724,3.397843993601452,0,50.99843333333333
48.119255616928044,3.5931948356186063,0,51.2484
48.27520876042837,3.788545677635761,0,51.49836666666666
